"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Ca","Fe","Cu","Br","Sr","Zr","Mo_inc","Mo_coh"
"HER14L","HER14L_2C_102",90.6,12616.59,7.62,1,32016,79832,1.36,110,388,8146,192,1047,440,1375,58262,8719
"HER14L","HER14L_2C_103",90.7,12623.42,7.62,1,31614,77309,1.4,63,380,5481,79,1026,485,1264,58231,9037
"HER14L","HER14L_2C_104",90.8,12630.24,7.62,1,32017,79508,1.37,92,344,7458,140,1213,400,1257,58745,8770
"HER14L","HER14L_2C_105",90.9,12637.07,7.62,1,31527,76006,1.44,116,407,5012,74,1106,595,1120,57825,8768
"HER14L","HER14L_2C_106",91,12643.89,7.63,1,31428,82416,1.4,67,328,13107,25,1078,392,1141,56389,8807
"HER14L","HER14L_2C_107",91.1,12650.72,7.63,1,31455,88252,1.62,125,251,20378,183,1094,155,1197,54914,8455
"HER14L","HER14L_2C_108",91.2,12657.54,7.63,1,31739,93976,1.79,114,196,28151,58,1194,161,1270,53337,8333
"HER14L","HER14L_2C_112",91.6,12684.85,7.6,1,30525,93596,1.34,148,197,29757,66,1018,210,1223,51384,8308
"HER14L","HER14L_2C_113",91.7,12691.67,7.58,1,31786,94856,1.57,134,203,28333,0,1038,78,1008,54202,8763
"HER14L","HER14L_2C_114",91.8,12698.5,7.58,1,31887,84125,1.29,62,243,15291,41,1092,196,1202,56325,8662
"HER14L","HER14L_2C_115",91.9,12705.32,7.59,1,32124,83999,1.42,103,314,13122,98,1092,341,1171,58009,9083
"HER14L","HER14L_2C_116",92,12712.15,7.59,1,32560,82108,1.34,95,332,11036,72,1210,374,1256,58275,8621
"HER14L","HER14L_2C_117",92.1,12718.97,7.6,1,32191,79487,1.43,87,315,6492,81,1143,527,1449,58996,9152
"HER14L","HER14L_2C_118",92.2,12725.8,7.6,1,32345,80628,1.25,64,346,8302,132,1096,416,1262,58633,9241
"HER14L","HER14L_2C_119",92.3,12732.63,7.6,1,32260,78952,1.35,100,385,6700,62,1134,480,1262,58783,9073
"HER14L","HER14L_2C_120",92.4,12739.45,7.6,1,32135,75655,1.53,74,336,3792,47,879,369,1477,58840,8928
"HER14L","HER14L_2C_121",92.5,12746.28,7.6,1,32095,76484,1.35,57,320,4605,108,1096,515,1066,58910,8799
"HER14L","HER14L_2C_122",92.6,12753.1,7.6,1,32315,78255,1.36,74,340,5701,150,1045,330,1042,59335,9158
"HER14L","HER14L_2C_123",92.7,12759.93,7.61,1,32358,78695,1.46,93,339,7098,70,917,313,1300,58942,8766
"HER14L","HER14L_2C_124",92.8,12766.75,7.61,1,32184,78708,1.6,98,314,7292,210,1018,410,1189,58413,8869
"HER14L","HER14L_2C_125",92.9,12773.58,7.62,1,32031,80752,1.27,82,317,9372,183,963,579,1272,58172,8503
"HER14L","HER14L_2C_126",93,12780.4,7.62,1,32158,77711,1.45,64,365,7551,82,915,342,1229,57802,8530
"HER14L","HER14L_2C_127",93.1,12787.23,7.6,1,32005,78263,1.39,76,335,6146,162,805,503,1270,58966,8728
"HER14L","HER14L_2C_128",93.2,12794.06,7.59,1,31905,78997,1.28,79,315,5817,52,896,547,1136,60197,8937
"HER14L","HER14L_2C_129",93.3,12800.88,7.58,1,32065,78421,1.46,68,300,6326,151,714,247,1150,59698,8758
"HER14L","HER14L_2C_130",93.4,12807.71,7.6,1,32496,79574,1.32,73,318,6282,128,712,249,1396,60419,9148
"HER14L","HER14L_2C_131",93.5,12814.53,7.6,1,32226,78378,1.54,95,357,6582,59,714,282,1170,59267,9054
"HER14L","HER14L_2C_132",93.6,12821.36,7.6,1,32190,80922,1.36,100,339,8106,110,972,371,1175,59628,8846
"HER14L","HER14L_2C_133",93.7,12828.18,7.57,1,31297,77708,1.34,132,341,7448,166,805,236,1235,58053,8428
"HER14L","HER14L_2C_134",93.8,12835.01,7.57,1,31204,79030,1.45,133,361,8760,123,863,337,1480,57302,8849
"HER14L","HER14L_2C_135",93.9,12841.83,7.57,1,31216,79486,1.46,101,338,9479,102,772,113,1268,57580,8863
"HER14L","HER14L_2C_136",94,12848.66,7.58,1,31342,78814,1.38,100,396,8973,49,786,262,1294,57405,8623
"HER14L","HER14L_2C_137",94.1,12855.49,7.57,1,31823,79479,1.66,105,320,9001,29,781,390,1335,57808,8917
"HER14L","HER14L_2C_138",94.2,12862.31,7.56,1,31154,77962,1.38,95,324,9055,125,768,315,965,56829,8567
"HER14L","HER14L_2C_139",94.3,12869.14,7.58,1,30134,75919,1.45,128,372,8143,0,542,180,1460,55458,8400
"HER14L","HER14L_2C_140",94.4,12875.96,7.6,1,29945,75225,1.25,98,329,8650,60,443,203,1048,55042,8118
"HER14L","HER14L_2C_141",94.5,12882.79,7.62,1,30150,74961,1.46,83,254,6934,15,728,308,1038,55958,8404
"HER14L","HER14L_2C_142",94.6,12889.61,7.65,1,30999,75089,1.8,88,273,5189,85,827,135,1160,57212,8961
"HER14L","HER14L_2C_143",94.7,12896.44,7.68,1,31376,74647,1.36,69,257,4504,54,682,26,1176,58378,8504
"HER14L","HER14L_2C_144",94.8,12903.27,7.7,1,31461,75182,1.71,93,299,3871,98,665,222,1332,58949,8715
"HER14L","HER14L_2C_145",94.9,12910.09,7.73,1,31274,75244,1.43,82,330,3859,63,784,395,1322,58860,8646
"HER14L","HER14L_2C_146",95,12916.92,7.73,1,31223,74300,1.35,75,251,3641,158,727,365,1120,58410,8662
"HER14L","HER14L_2C_147",95.1,12923.74,7.75,1,31466,75899,1.37,68,303,4333,5,824,170,1111,58788,9090
"HER14L","HER14L_2C_148",95.2,12930.57,7.76,1,31978,76548,1.4,68,309,3722,0,711,281,1371,60081,9123
"HER14L","HER14L_2C_149",95.3,12937.39,7.78,1,32672,77246,1.4,67,360,4130,26,578,255,1333,60571,8999
"HER14L","HER14L_2C_150",95.4,12944.22,7.78,1,32474,78384,1.26,91,367,4778,96,827,425,1339,60584,9126
"HER14L","HER14L_2C_151",95.5,12951.04,7.78,1,32523,79596,1.51,99,293,5735,182,1043,403,1300,60484,9169
"HER14L","HER14L_2C_152",95.6,12957.87,7.78,1,33119,81378,1.61,80,331,6407,30,1308,474,994,61565,9188
"HER14L","HER14L_2C_153",95.7,12964.7,7.78,1,32921,81151,1.67,98,428,6957,153,1076,335,1384,60607,9223
"HER14L","HER14L_2C_154",95.8,12971.52,7.78,1,32888,82861,1.4,100,370,8770,134,897,458,1382,60500,9094
"HER14L","HER14L_2C_155",95.9,12978.35,7.79,1,32560,80579,1.47,93,400,7767,177,910,352,1092,59968,8878
"HER14L","HER14L_2C_156",96,12985.17,7.79,1,32592,79960,1.34,114,385,6791,85,965,295,1304,59487,9472
"HER14L","HER14L_2C_157",96.1,12992,7.79,1,32172,78963,1.53,109,345,6807,122,758,319,1134,58793,9130
"HER14L","HER14L_2C_158",96.2,12998.82,7.8,1,32179,79587,1.29,129,363,8528,118,968,197,1337,58331,8704
"HER14L","HER14L_2C_159",96.3,13005.65,7.81,1,32123,81294,1.47,75,365,9689,9,896,461,1316,58556,8796
"HER14L","HER14L_2C_160",96.4,13012.47,7.81,1,31953,81887,1.36,86,322,11462,27,894,338,1323,57974,8750
"HER14L","HER14L_2C_161",96.5,13019.3,7.81,1,32210,83030,1.41,105,378,10833,83,978,453,1133,58405,9187
"HER14L","HER14L_2C_162",96.6,13026.13,7.81,1,32502,84727,1.42,103,371,13366,38,991,476,1432,57707,8950
"HER14L","HER14L_2C_163",96.7,13032.95,7.82,1,32408,84317,1.42,111,359,11908,145,1191,567,1131,58475,9125
"HER14L","HER14L_2C_164",96.8,13039.78,7.81,1,32918,80676,1.3,120,375,8607,104,1059,584,1421,58418,8854
"HER14L","HER14L_2C_165",96.9,13046.6,7.8,1,32457,77267,1.4,99,405,5054,0,1166,484,1276,59095,8848
"HER14L","HER14L_2C_166",97,13053.43,7.8,1,32016,78364,1.43,112,469,6747,129,1277,502,1386,57908,8550
"HER14L","HER14L_2C_167",97.1,13060.25,7.81,1,32242,78743,1.41,73,355,6812,108,1194,453,1208,58483,8906
"HER14L","HER14L_2C_168",97.2,13067.08,7.81,1,33144,85948,1.49,74,354,15024,169,1380,287,1076,57755,8969
"HER14L","HER14L_2C_169",97.3,13073.91,7.8,1,32437,87407,1.56,122,349,16898,0,1292,603,1248,57285,8894
"HER14L","HER14L_2C_170",97.4,13080.73,7.8,1,32513,83596,1.32,89,399,11973,74,1273,428,1487,58067,8909
"HER14L","HER14L_2C_171",97.5,13087.56,7.8,1,32492,81583,1.36,121,338,9974,114,1410,343,1280,58021,8980
"HER14L","HER14L_2C_172",97.6,13094.38,7.78,1,31996,78995,1.34,131,392,8015,75,1233,480,1235,58200,8674
"HER14L","HER14L_2C_173",97.7,13101.21,7.78,1,31792,80357,1.44,72,280,7809,86,1387,446,1070,59302,8891
"HER14L","HER14L_2C_174",97.8,13108.03,7.79,1,32447,80526,1.38,91,326,6573,69,1378,511,1294,60233,9114
"HER14L","HER14L_2C_175",97.9,13114.86,7.8,1,32796,81505,1.49,76,362,7051,133,1521,381,1233,60465,9047
"HER14L","HER14L_2C_176",98,13121.68,7.81,1,33173,81057,1.33,90,403,5091,40,1771,459,1319,61008,9572
"HER14L","HER14L_2C_177",98.1,13128.51,7.81,1,33083,80370,1.56,93,428,5276,149,1783,241,1262,60790,9204
"HER14L","HER14L_2C_178",98.2,13135.34,7.82,1,32979,77127,1.45,113,430,1461,70,1996,462,1182,61533,8933
"HER14L","HER14L_2C_179",98.3,13142.16,7.82,1,32980,76446,1.39,60,424,1122,111,1940,519,1440,60867,9143
"HER14L","HER14L_2C_180",98.4,13148.99,7.81,1,32739,77155,1.42,87,454,2327,56,1889,472,1547,60082,9086
"HER14L","HER14L_2C_181",98.5,13155.81,7.81,1,32612,76154,1.41,97,444,2126,57,1859,546,1022,59749,9126
"HER14L","HER14L_2C_182",98.6,13162.64,7.81,1,33011,79543,1.43,87,372,5354,121,1693,643,1393,59853,9166
"HER14L","HER14L_2C_183",98.7,13169.46,7.8,1,33137,81895,1.39,78,381,7823,129,1770,749,1363,59685,8972
"HER14L","HER14L_2C_184",98.8,13176.29,7.81,1,32338,78653,1.34,83,412,5216,50,1814,637,1062,58998,8892
"HER14L","HER14L_2C_185",98.9,13183.11,7.81,1,31893,77606,1.45,65,323,4427,76,1712,610,1422,59093,8924
"HER14L","HER14L_2C_186",99,13189.94,7.8,1,32493,80830,1.46,74,411,8931,80,1543,434,1028,58691,8879
"HER14L","HER14L_2C_187",99.1,13196.77,7.8,1,33023,85780,1.37,100,359,13125,111,1543,268,1265,58872,9109
"HER14L","HER14L_2C_188",99.2,13203.59,7.8,1,33148,87870,1.51,97,366,15179,104,1879,426,1296,58382,8825
"HER14L","HER14L_2C_189",99.3,13210.42,7.8,1,32824,85963,1.39,86,374,12939,135,1680,687,1164,58661,8989
"HER14L","HER14L_2C_190",99.4,13217.24,7.81,1,33101,86436,1.4,103,413,13561,41,1731,470,1377,58427,9265
"HER14L","HER14L_2C_191",99.5,13224.07,7.8,1,32995,86406,1.41,69,387,12928,82,1562,725,1282,58920,8839
"HER14L","HER14L_2C_192",99.6,13230.89,7.8,1,33377,92534,1.56,90,390,21874,106,1507,433,1247,56965,8987
"HER14L","HER14L_2C_198",100.2,13263.72,7.76,1,32874,81713,1.46,82,408,10034,39,1370,506,1230,58313,8693
"HER14L","HER14L_2C_199",100.3,13267.84,7.76,1,32516,80080,1.31,98,445,8880,0,1336,606,1043,57712,8748
"HER14L","HER14L_2C_200",100.4,13271.96,7.76,1,31991,81848,1.58,77,379,13205,44,1229,533,942,56306,8522
"HER14L","HER14L_2C_201",100.5,13276.08,7.75,1,32937,87530,1.5,88,363,15844,116,1314,372,1174,58517,8763
"HER14L","HER14L_2C_202",100.6,13280.2,7.76,1,33423,87777,1.53,122,385,15287,114,1302,558,1290,58680,8876
"HER14L","HER14L_2C_203",100.7,13284.32,7.76,1,33155,88333,1.53,126,374,17042,59,1327,347,1107,57987,8670
"HER14L","HER14L_2C_204",100.8,13288.43,7.76,1,33562,93703,1.37,111,329,23569,39,1222,536,1109,56819,8792
"HER14L","HER14L_2C_205",100.9,13292.55,7.75,1,32850,87029,1.51,114,445,16627,72,1259,630,1096,57271,8794
"HER14L","HER14L_2C_206",101,13296.67,7.75,1,32908,84986,1.37,103,397,14455,60,1069,426,1337,57585,8727
"HER14L","HER14L_2C_207",101.1,13300.79,7.74,1,32787,83772,1.44,91,430,11675,24,1352,610,1194,58315,8897
"HER14L","HER14L_2C_208",101.2,13304.91,7.74,1,32247,82786,1.52,64,421,12035,58,1194,427,1170,57705,8895
"HER14L","HER14L_2C_209",101.3,13309.02,7.73,1,32722,85403,1.33,61,426,14240,84,1353,657,1162,57557,8865
"HER14L","HER14L_2C_210",101.4,13313.14,7.74,1,33470,90194,1.48,119,408,17169,151,1552,572,1375,58838,8773
"HER14L","HER14L_2C_211",101.5,13317.26,7.73,1,33153,85442,1.59,82,466,12027,60,1358,517,1281,59351,8906
"HER14L","HER14L_2C_212",101.6,13321.38,7.72,1,33423,88535,1.47,110,395,16392,151,1304,606,1146,58531,8682
"HER14L","HER14L_2C_213",101.7,13325.5,7.72,1,33502,90576,1.38,103,428,17940,43,1176,443,1310,58950,9142
"HER14L","HER14L_2C_214",101.8,13329.61,7.72,1,32622,83039,1.34,101,405,9791,43,1430,506,1282,59570,9014
"HER14L","HER14L_2C_215",101.9,13333.73,7.72,1,33222,81804,1.45,66,416,7023,182,1388,645,1251,60732,8924
"HER14L","HER14L_2C_216",102,13337.85,7.71,1,33349,81054,1.44,70,421,5563,75,1504,470,1419,61187,9516
"HER14L","HER14L_2C_217",102.1,13341.97,7.71,1,33046,77348,1.23,73,450,2036,56,1487,686,1420,61320,8797
"HER14L","HER14L_2C_218",102.2,13346.09,7.7,1,33079,78034,1.27,59,511,2948,89,1510,490,1153,61346,9024
"HER14L","HER14L_2C_219",102.3,13350.21,7.69,1,32460,76609,1.62,65,477,2515,99,1571,285,1124,60568,8796
"HER14L","HER14L_2C_220",102.4,13354.32,7.68,1,32929,78144,1.51,61,378,2604,106,1623,644,1106,61197,9035
"HER14L","HER14L_2C_221",102.5,13358.44,7.67,1,32957,79226,1.43,90,456,3746,162,1478,518,1220,61126,9334
"HER14L","HER14L_2C_222",102.6,13362.56,7.67,1,33031,80044,1.44,84,385,4814,61,1541,592,1392,61047,9288
"HER14L","HER14L_2C_223",102.7,13366.68,7.67,1,33206,80607,1.5,81,403,5076,64,1504,604,1285,61414,9109
"HER14L","HER14L_2C_224",102.8,13370.8,7.66,1,33272,80252,1.35,59,403,3960,240,1656,476,1372,61716,9293
"HER14L","HER14L_2C_225",102.9,13374.91,7.66,1,33344,79474,1.34,60,446,2217,129,1776,581,1339,62418,9593
"HER14L","HER14L_2C_226",103,13379.03,7.66,1,33498,79727,1.61,52,427,3049,105,1681,580,1406,61990,9307
"HER14L","HER14L_2C_227",103.1,13383.15,7.65,1,32934,77541,1.44,72,385,889,81,1769,674,1379,62111,9092
"HER14L","HER14L_2C_228",103.2,13387.27,7.64,1,33056,77832,1.48,66,380,836,93,1784,399,1297,62353,9511
"HER14L","HER14L_2C_229",103.3,13391.39,7.64,1,32924,78322,1.62,63,375,1306,175,1786,540,1488,62075,9466
"HER14L","HER14L_2C_230",103.4,13395.5,7.64,1,33039,78137,1.27,63,408,1409,26,1834,520,1395,62391,9342
"HER14L","HER14L_2C_231",103.5,13399.62,7.63,1,33200,77599,1.23,65,360,1188,99,1732,640,1551,61765,9214
"HER14L","HER14L_2C_232",103.6,13403.74,7.64,1,33217,78447,1.41,72,419,1533,61,1936,544,1321,61916,9367
"HER14L","HER14L_2C_233",103.7,13407.86,7.64,1,32899,77234,1.46,87,385,1194,112,1827,454,1434,61730,9081
"HER14L","HER14L_2C_234",103.8,13411.98,7.63,1,33055,78109,1.54,64,428,1017,0,1951,332,1400,62423,9647
"HER14L","HER14L_2C_235",103.9,13416.1,7.63,1,33016,78226,1.25,95,405,2169,76,1799,465,1259,61982,9143
"HER14L","HER14L_2C_236",104,13420.21,7.63,1,33144,81265,1.39,74,380,5607,138,1747,425,1403,61418,9100
"HER14L","HER14L_2C_237",104.1,13424.33,7.62,1,33155,81270,1.29,53,378,6013,127,1738,425,1281,61192,9051
"HER14L","HER14L_2C_238",104.2,13428.45,7.62,1,33428,83634,1.42,70,395,8586,101,1698,443,1250,60978,9139
"HER14L","HER14L_2C_239",104.3,13432.57,7.62,1,33023,80714,1.26,68,387,4273,150,1703,432,1429,61486,9570
"HER14L","HER14L_2C_240",104.4,13436.69,7.62,1,33131,81318,1.35,72,335,6728,191,1465,383,1309,60570,9205
"HER14L","HER14L_2C_241",104.5,13440.8,7.62,1,33124,83814,1.86,85,401,9186,55,1530,439,1319,60447,9078
"HER14L","HER14L_2C_242",104.6,13444.92,7.61,1,33218,85605,1.37,79,355,12127,54,1470,547,1278,60047,8939
"HER14L","HER14L_2C_243",104.7,13449.04,7.61,1,33444,88231,1.43,97,395,14957,65,1626,510,1331,59539,8803
"HER14L","HER14L_2C_244",104.8,13453.16,7.61,1,33208,84674,1.37,57,420,11472,127,1443,280,1367,59571,8938
"HER14L","HER14L_2C_245",104.9,13457.28,7.6,1,33079,84339,1.51,79,389,9666,54,1445,541,1102,60771,9185
"HER14L","HER14L_2C_246",105,13461.39,7.6,1,32876,80767,1.53,105,398,7249,11,1594,292,1251,59719,8980
"HER14L","HER14L_2C_247",105.1,13465.51,7.61,1,32538,78820,1.47,73,340,4092,52,1829,487,1268,60636,9269
"HER14L","HER14L_2C_248",105.2,13469.63,7.6,1,32849,80623,1.57,70,416,6496,113,1254,467,1489,60357,8904
"HER14L","HER14L_2C_249",105.3,13473.75,7.6,1,32940,82971,1.4,81,381,9395,106,1335,397,1217,60192,9159
"HER14L","HER14L_2C_250",105.4,13477.87,7.6,1,32520,81739,1.41,72,359,7654,132,1588,401,1200,60164,9124
"HER14L","HER14L_2C_251",105.5,13481.98,7.6,1,32810,81090,1.38,59,392,6165,35,1391,481,1454,61030,9181
"HER14L","HER14L_2C_252",105.6,13486.1,7.6,1,33250,85830,1.46,70,361,10276,132,1325,524,1486,60886,9466
"HER14L","HER14L_2C_253",105.7,13490.22,7.6,1,33696,88578,1.38,65,394,13846,86,1378,326,1220,61164,8996
"HER14L","HER14L_2C_254",105.8,13494.34,7.61,1,33277,82721,1.41,67,385,7105,135,1339,439,1417,61310,9145
"HER14L","HER14L_2C_255",105.9,13498.46,7.61,1,33241,81904,1.43,89,389,6301,116,1389,414,1392,61719,9263
"HER14L","HER14L_2C_256",106,13502.58,7.6,1,33215,82223,1.31,80,400,5605,27,1486,485,1424,62204,9189
"HER14L","HER14L_2C_257",106.1,13506.69,7.61,1,33324,81728,1.5,76,440,5858,116,1560,272,1554,61570,9281
"HER14L","HER14L_2C_258",106.2,13510.81,7.61,1,32928,79225,1.56,50,421,2864,77,1443,460,1472,61967,9483
"HER14L","HER14L_2C_259",106.3,13514.93,7.61,1,33090,78269,1.37,41,419,2006,98,1414,439,1432,62054,9533
"HER14L","HER14L_2C_260",106.4,13519.05,7.62,1,33106,78757,1.39,73,441,2049,183,1468,569,1411,62037,9323
"HER14L","HER14L_2C_261",106.5,13523.17,7.62,1,33046,79397,1.41,68,451,2295,93,1380,510,1196,62763,9454
"HER14L","HER14L_2C_262",106.6,13527.28,7.62,1,32855,78490,1.49,72,432,2739,25,1247,853,1155,61953,9122
"HER14L","HER14L_2C_263",106.7,13531.4,7.62,1,32888,79251,1.32,76,390,3466,134,1242,411,1302,61875,9471
"HER14L","HER14L_2C_264",106.8,13535.52,7.63,1,32914,78613,1.48,65,397,3121,106,1319,566,1425,61646,9144
"HER14L","HER14L_2C_265",106.9,13539.64,7.62,1,32905,78288,1.53,37,376,2774,103,1395,491,1232,61436,9250
"HER14L","HER14L_2C_266",107,13543.76,7.63,1,32875,78993,1.39,56,401,3043,50,1277,701,1286,61992,9352
"HER14L","HER14L_2C_267",107.1,13547.87,7.63,1,32950,80636,1.22,52,415,3724,112,1395,497,1549,62256,9793
"HER14L","HER14L_2C_268",107.2,13551.99,7.63,1,32807,78136,1.27,52,371,2036,118,1476,451,1222,61849,9515
"HER14L","HER14L_2C_269",107.3,13556.11,7.63,1,32826,78438,1.46,65,491,1569,71,1393,579,1417,62467,9360
"HER14L","HER14L_2C_270",107.4,13560.23,7.63,1,32705,77512,1.34,75,468,1807,161,1382,608,1301,61312,9228
"HER14L","HER14L_2C_271",107.5,13564.35,7.63,1,32789,78789,1.12,67,450,2534,53,1462,528,1393,62325,9294
"HER14L","HER14L_2C_272",107.6,13568.47,7.64,1,32876,78582,1.35,70,415,2731,86,1407,716,1403,61757,9270
"HER14L","HER14L_2C_273",107.7,13572.58,7.64,1,32997,83201,1.3,44,403,8019,80,1522,574,1459,60759,9284
"HER14L","HER14L_2C_274",107.8,13576.7,7.64,1,33038,80845,1.49,38,380,6309,129,1182,352,1410,60868,9321
"HER14L","HER14L_2C_275",107.9,13580.82,7.64,1,32882,79039,1.29,62,439,3909,90,1517,632,1318,61268,9104
"HER14L","HER14L_2C_276",108,13584.94,7.64,1,32761,78934,1.36,45,451,3232,109,1616,644,1147,61302,9280
"HER14L","HER14L_2C_277",108.1,13589.06,7.65,1,32863,79676,1.23,97,395,2796,93,1554,631,1293,62424,9209
"HER14L","HER14L_2C_278",108.2,13593.17,7.65,1,32955,77705,1.63,55,414,897,95,1706,491,1323,62624,9106
"HER14L","HER14L_2C_279",108.3,13597.29,7.65,1,33143,77699,1.47,64,438,398,125,1504,451,1267,62872,9493
"HER14L","HER14L_2C_280",108.4,13601.41,7.65,1,33175,77025,1.25,62,404,419,68,1572,530,1470,62409,9104
"HER14L","HER14L_2C_281",108.5,13605.53,7.65,1,33177,77826,1.59,71,436,343,76,1741,648,1265,62938,9188
"HER14L","HER14L_2C_282",108.6,13609.65,7.65,1,33215,77228,1.32,50,396,322,66,1752,432,1428,62685,9236
"HER14L","HER14L_2C_283",108.7,13613.76,7.64,1,32914,76898,1.43,80,394,412,100,1737,645,1407,62583,8892
"HER14L","HER14L_2C_284",108.8,13617.88,7.64,1,32870,76106,1.3,68,426,341,64,1659,419,1070,61919,8879
"HER14L","HER14L_2C_285",108.9,13622,7.65,1,32913,76177,1.47,57,451,300,7,1576,580,1090,62181,9188
"HER14L","HER14L_2C_286",109,13626.12,7.65,1,32974,77344,1.48,87,443,439,39,1748,476,1417,62461,9202
"HER14L","HER14L_2C_287",109.1,13630.24,7.65,1,33234,78638,1.44,80,381,545,59,1641,614,1313,63486,9470
"HER14L","HER14L_2C_288",109.2,13634.36,7.66,1,33220,77765,1.31,62,431,435,120,1584,558,1529,62522,9481
"HER14L","HER14L_2C_289",109.3,13638.47,7.65,1,32783,75922,1.37,67,381,342,69,1530,452,1250,61975,9028
"HER14L","HER14L_2C_290",109.4,13642.59,7.65,1,32938,77046,1.44,82,409,408,98,1737,307,1261,62103,9379
"HER14L","HER14L_2C_291",109.5,13646.71,7.65,1,33126,77865,1.56,54,468,971,31,1611,618,1425,62760,9147
"HER14L","HER14L_2C_292",109.6,13650.83,7.64,1,33098,79041,1.34,57,420,1523,54,1693,681,1363,62645,9176
"HER14L","HER14L_2C_293",109.7,13654.95,7.64,1,33100,77565,1.34,55,433,600,52,1689,470,1414,62491,9204
"HER14L","HER14L_2C_294",109.8,13659.06,7.64,1,32974,77096,1.38,87,432,523,109,1512,484,1469,62216,9254
"HER14L","HER14L_2C_295",109.9,13663.18,7.64,1,32816,77298,1.25,61,375,527,127,1567,543,1339,62374,9422
"HER14L","HER14L_2C_296",110,13665.45,7.65,1,32992,78090,1.43,67,363,703,76,1574,534,1272,63037,9171
"HER14L","HER14L_2C_297",110.1,13667.72,7.66,1,33251,76414,1.47,76,419,604,9,1590,592,1228,61915,9135
"HER14L","HER14L_2C_298",110.2,13669.98,7.67,1,33149,76376,1.39,55,449,410,27,1598,424,1320,61773,9242
"HER14L","HER14L_2C_299",110.3,13672.25,7.67,1,33112,76295,1.77,66,491,509,18,1596,545,1246,61919,9012
"HER14L","HER14L_2C_300",110.4,13674.52,7.67,1,32760,76561,1.62,74,396,729,22,1693,487,1080,61950,9066
"HER14L","HER14L_2C_301",110.5,13676.78,7.67,1,32678,76346,1.34,63,465,328,137,1604,633,970,62057,9091
"HER14L","HER14L_2C_302",110.6,13679.05,7.66,1,32627,76727,1.54,47,450,362,103,1663,673,1555,62068,8801
"HER14L","HER14L_2C_303",110.7,13681.32,7.66,1,32849,77951,1.41,52,369,485,117,1760,508,1141,62526,9668
"HER14L","HER14L_2C_304",110.8,13683.58,7.67,1,33249,78774,1.29,53,416,273,110,1932,695,1386,63007,9028
"HER14L","HER14L_2C_305",110.9,13685.85,7.68,1,33062,76747,1.38,30,400,292,78,1644,686,1335,62313,9395
"HER14L","HER14L_2C_306",111,13688.12,7.68,1,33120,77560,1.58,66,471,703,122,1816,608,1200,62333,9152
"HER14L","HER14L_2C_307",111.1,13690.39,7.68,1,33154,76999,1.54,61,451,1170,137,1550,531,1135,61940,9146
"HER14L","HER14L_2C_308",111.2,13692.65,7.68,1,33090,76684,1.57,72,435,1455,0,1497,624,1221,61228,9172
"HER14L","HER14L_2C_309",111.3,13694.92,7.67,1,32921,77706,1.36,48,463,2096,88,1583,616,1276,61529,9108
"HER14L","HER14L_2C_310",111.4,13697.19,7.68,1,32958,77347,1.53,74,389,1711,59,1431,471,1251,62088,9076
"HER14L","HER14L_2C_311",111.5,13699.45,7.68,1,33019,78063,1.61,65,416,1387,61,1549,594,1274,62635,9187
"HER14L","HER14L_2C_312",111.6,13701.72,7.69,1,33251,77577,1.33,62,425,717,85,1480,514,1224,62715,9369
"HER14L","HER14L_2C_313",111.7,13703.99,7.7,1,33229,79281,1.34,57,434,2714,133,1533,423,1401,62226,9402
"HER14L","HER14L_2C_314",111.8,13706.25,7.69,1,33154,78237,1.35,69,433,1292,97,1674,413,1245,62533,9567
"HER14L","HER14L_2C_315",111.9,13708.52,7.68,1,33080,77351,1.28,53,364,380,100,1351,422,1444,62797,9461
"HER14L","HER14L_2C_316",112,13710.79,7.69,1,33241,78594,1.5,65,417,771,141,1384,681,1481,63299,9475
"HER14L","HER14L_2C_317",112.1,13713.06,7.68,1,33097,77437,1.19,63,382,473,104,1342,554,1331,62686,9384
"HER14L","HER14L_2C_318",112.2,13715.32,7.68,1,33350,77711,1.53,62,477,318,14,1700,520,1479,62968,9248
"HER14L","HER14L_2C_319",112.3,13717.59,7.69,1,33328,76705,1.26,59,469,309,68,1528,534,1299,62637,9164
"HER14L","HER14L_2C_320",112.4,13719.86,7.69,1,33392,77788,1.71,69,459,284,106,1286,391,1306,63739,9452
"HER14L","HER14L_2C_321",112.5,13722.12,7.68,1,33371,77185,1.51,71,459,589,121,1335,487,1218,62304,9531
"HER14L","HER14L_2C_322",112.6,13724.39,7.69,1,33066,76059,1.55,47,397,624,50,1175,422,1318,62219,9080
"HER14L","HER14L_2C_323",112.7,13726.66,7.68,1,33040,77261,1.49,47,371,775,178,1388,551,1269,62626,9165
"HER14L","HER14L_2C_324",112.8,13728.92,7.68,1,33086,77963,1.48,78,411,2631,95,1256,528,1178,62095,8844
"HER14L","HER14L_2C_325",112.9,13731.19,7.69,1,33057,81435,1.7,64,359,5978,33,1444,493,1297,61638,8973
"HER14L","HER14L_2C_326",113,13733.46,7.68,1,32923,76942,1.39,38,434,2144,99,1502,525,1378,61014,8957
"HER14L","HER14L_2C_327",113.1,13735.72,7.68,1,33477,82349,1.38,64,387,7476,59,1372,388,1145,60974,9035
"HER14L","HER14L_2C_328",113.2,13737.99,7.68,1,33207,77150,1.47,77,382,2172,67,1085,656,1088,61842,8911
